fact_id,series_evidence_id,scope,component_key,component_name,catalog_position,variant_key,variant_label,field,label,reference_value,reference_unit,source_reference,source_level,verification_status,comparison_source_type,comparison_source_reference,comparison_value,conflict_note,lifecycle_status,target_sku,reviewed_by,reviewed_date,notes_internal
40kd-series-rating,mig-series-40kd,series,40kd-series,ORK 40KD Series,series,40kd-series,ORK 40KD Air Cooled MIG/MAG Welding Torch,rating,Catalog Rating,380 A CO2 / 360 A mixed gases,,Renqiu Ailesen welding catalog PDF page 12 (catalog pages 17-18).,A,DATA_CONFLICT,official_oem_catalog,https://www.binzel-abicor.com/uploads/Content/Germany/PDF-Files/PDF_Files_Manuals/BAL_0045_MB_RAB_DE_EN_FR_ES_Neu.pdf,350 A CO2 / 320 A mixed gases,Company catalog value conflicts with the official ABICOR BINZEL MB 40 KD reference; do not publish either as an ArcFort Weld rating.,blocked,,Official company catalog review,2026-08-21,Requires exact supplied-torch factory specification or controlled test evidence.
40kd-series-duty-cycle,mig-series-40kd,series,40kd-series,ORK 40KD Series,series,40kd-series,ORK 40KD Air Cooled MIG/MAG Welding Torch,duty_cycle,Catalog Duty Cycle,60,%,Renqiu Ailesen welding catalog PDF page 12 (catalog pages 17-18).,A,DATA_CONFLICT,official_oem_catalog,https://www.binzel-abicor.com/uploads/Content/Germany/PDF-Files/PDF_Files_Manuals/BAL_0045_MB_RAB_DE_EN_FR_ES_Neu.pdf,35%,Company catalog value conflicts with the official ABICOR BINZEL MB 40 KD reference; do not publish either as an ArcFort Weld duty cycle.,blocked,,Official company catalog review,2026-08-21,Requires exact supplied-torch factory specification or controlled test evidence.
40kd-series-wire-size,mig-series-40kd,series,40kd-series,ORK 40KD Series,series,40kd-series,ORK 40KD Air Cooled MIG/MAG Welding Torch,wire_size,Catalog Wire Size,1.0-2.4,mm,Renqiu Ailesen welding catalog PDF page 12 (catalog pages 17-18).,A,NEEDS_FACTORY_CONFIRMATION,,,,,evidence_only,,Official company catalog review,2026-08-21,Matches the official reference but still requires exact supplied-product confirmation.
40kd-complete-torch-3m-presence,mig-series-40kd,variant,complete-torch,Complete MIG/MAG Welding Torch,assembly,complete-torch-3m,ORK 40KD Complete Torch 3M,component_presence,Catalog Component,ORK 40KD Complete Torch 3M,,Renqiu Ailesen welding catalog PDF page 12 (catalog pages 17-18).,A,NEEDS_FACTORY_CONFIRMATION,,,,,evidence_only,,Official company catalog review,2026-08-21,"Candidate only; exact torch identity, rating and duty cycle are not confirmed."
40kd-complete-torch-3m-length,mig-series-40kd,variant,complete-torch,Complete MIG/MAG Welding Torch,assembly,complete-torch-3m,ORK 40KD Complete Torch 3M,cable_length,Cable Length,3,m,Renqiu Ailesen welding catalog PDF page 12 (catalog pages 17-18).,A,NEEDS_FACTORY_CONFIRMATION,,,,,evidence_only,,Official company catalog review,2026-08-21,Confirm actual supplied cable length.
40kd-complete-torch-5m-presence,mig-series-40kd,variant,complete-torch,Complete MIG/MAG Welding Torch,assembly,complete-torch-5m,ORK 40KD Complete Torch 5M,component_presence,Catalog Component,ORK 40KD Complete Torch 5M,,Renqiu Ailesen welding catalog PDF page 12 (catalog pages 17-18).,A,NEEDS_FACTORY_CONFIRMATION,,,,,evidence_only,,Official company catalog review,2026-08-21,"Candidate only; exact torch identity, rating and duty cycle are not confirmed."
40kd-complete-torch-5m-length,mig-series-40kd,variant,complete-torch,Complete MIG/MAG Welding Torch,assembly,complete-torch-5m,ORK 40KD Complete Torch 5M,cable_length,Cable Length,5,m,Renqiu Ailesen welding catalog PDF page 12 (catalog pages 17-18).,A,NEEDS_FACTORY_CONFIRMATION,,,,,evidence_only,,Official company catalog review,2026-08-21,Confirm actual supplied cable length.
40kd-nozzle-cylindrical-21mm-presence,mig-series-40kd,variant,gas-nozzle,Gas Nozzle,1,nozzle-cylindrical-21mm,Cylindrical Nozzle 21 mm,component_presence,Catalog Component,Cylindrical Nozzle 21 mm,,Renqiu Ailesen welding catalog PDF page 12 (catalog pages 17-18).,A,NEEDS_FACTORY_CONFIRMATION,,,,,evidence_only,,Official company catalog review,2026-08-21,One exact nozzle-profile candidate.
40kd-nozzle-cylindrical-21mm-profile,mig-series-40kd,variant,gas-nozzle,Gas Nozzle,1,nozzle-cylindrical-21mm,Cylindrical Nozzle 21 mm,profile,Nozzle Profile,Cylindrical,,Renqiu Ailesen welding catalog PDF page 12 (catalog pages 17-18).,A,NEEDS_FACTORY_CONFIRMATION,,,,,evidence_only,,Official company catalog review,2026-08-21,Confirm exact geometry against a controlled drawing or sample.
40kd-nozzle-cylindrical-21mm-opening,mig-series-40kd,variant,gas-nozzle,Gas Nozzle,1,nozzle-cylindrical-21mm,Cylindrical Nozzle 21 mm,opening,Opening Diameter,21,mm,Renqiu Ailesen welding catalog PDF page 12 (catalog pages 17-18).,A,NEEDS_FACTORY_CONFIRMATION,,,,,evidence_only,,Official company catalog review,2026-08-21,Confirm opening on the exact supplied variant.
40kd-nozzle-conical-18mm-presence,mig-series-40kd,variant,gas-nozzle,Gas Nozzle,1,nozzle-conical-18mm,Conical Nozzle 18 mm,component_presence,Catalog Component,Conical Nozzle 18 mm,,Renqiu Ailesen welding catalog PDF page 12 (catalog pages 17-18).,A,NEEDS_FACTORY_CONFIRMATION,,,,,evidence_only,,Official company catalog review,2026-08-21,One exact nozzle-profile candidate.
40kd-nozzle-conical-18mm-profile,mig-series-40kd,variant,gas-nozzle,Gas Nozzle,1,nozzle-conical-18mm,Conical Nozzle 18 mm,profile,Nozzle Profile,Conical,,Renqiu Ailesen welding catalog PDF page 12 (catalog pages 17-18).,A,NEEDS_FACTORY_CONFIRMATION,,,,,evidence_only,,Official company catalog review,2026-08-21,Confirm exact geometry against a controlled drawing or sample.
40kd-nozzle-conical-18mm-opening,mig-series-40kd,variant,gas-nozzle,Gas Nozzle,1,nozzle-conical-18mm,Conical Nozzle 18 mm,opening,Opening Diameter,18,mm,Renqiu Ailesen welding catalog PDF page 12 (catalog pages 17-18).,A,NEEDS_FACTORY_CONFIRMATION,,,,,evidence_only,,Official company catalog review,2026-08-21,Confirm opening on the exact supplied variant.
40kd-nozzle-tapered-14mm-presence,mig-series-40kd,variant,gas-nozzle,Gas Nozzle,1,nozzle-tapered-14mm,Tapered Nozzle 14 mm,component_presence,Catalog Component,Tapered Nozzle 14 mm,,Renqiu Ailesen welding catalog PDF page 12 (catalog pages 17-18).,A,NEEDS_FACTORY_CONFIRMATION,,,,,evidence_only,,Official company catalog review,2026-08-21,One exact nozzle-profile candidate.
40kd-nozzle-tapered-14mm-profile,mig-series-40kd,variant,gas-nozzle,Gas Nozzle,1,nozzle-tapered-14mm,Tapered Nozzle 14 mm,profile,Nozzle Profile,Tapered,,Renqiu Ailesen welding catalog PDF page 12 (catalog pages 17-18).,A,NEEDS_FACTORY_CONFIRMATION,,,,,evidence_only,,Official company catalog review,2026-08-21,Confirm exact geometry against a controlled drawing or sample.
40kd-nozzle-tapered-14mm-opening,mig-series-40kd,variant,gas-nozzle,Gas Nozzle,1,nozzle-tapered-14mm,Tapered Nozzle 14 mm,opening,Opening Diameter,14,mm,Renqiu Ailesen welding catalog PDF page 12 (catalog pages 17-18).,A,NEEDS_FACTORY_CONFIRMATION,,,,,evidence_only,,Official company catalog review,2026-08-21,Confirm opening on the exact supplied variant.
40kd-contact-tip-ecu-1-0mm-presence,mig-series-40kd,variant,contact-tip,Contact Tip,2,contact-tip-ecu-1-0mm,E-Cu Contact Tip 1.0 mm,component_presence,Catalog Component,E-Cu Contact Tip 1.0 mm,,Renqiu Ailesen welding catalog PDF page 12 (catalog pages 17-18).,A,NEEDS_FACTORY_CONFIRMATION,,,,,evidence_only,,Official company catalog review,2026-08-21,Candidate only; exact material grade and orifice require confirmation.
40kd-contact-tip-ecu-1-0mm-material,mig-series-40kd,variant,contact-tip,Contact Tip,2,contact-tip-ecu-1-0mm,E-Cu Contact Tip 1.0 mm,material,Catalog Material,E-Cu,,Renqiu Ailesen welding catalog PDF page 12 (catalog pages 17-18).,A,NEEDS_FACTORY_CONFIRMATION,,,,,evidence_only,,Official company catalog review,2026-08-21,Catalog designation requires confirmation for the supplied item.
40kd-contact-tip-ecu-1-0mm-wire,mig-series-40kd,variant,contact-tip,Contact Tip,2,contact-tip-ecu-1-0mm,E-Cu Contact Tip 1.0 mm,wire_size,Wire Size,1.0,mm,Renqiu Ailesen welding catalog PDF page 12 (catalog pages 17-18).,A,NEEDS_FACTORY_CONFIRMATION,,,,,evidence_only,,Official company catalog review,2026-08-21,Confirm marking and actual wire bore on the exact product.
40kd-contact-tip-ecu-1-2mm-presence,mig-series-40kd,variant,contact-tip,Contact Tip,2,contact-tip-ecu-1-2mm,E-Cu Contact Tip 1.2 mm,component_presence,Catalog Component,E-Cu Contact Tip 1.2 mm,,Renqiu Ailesen welding catalog PDF page 12 (catalog pages 17-18).,A,NEEDS_FACTORY_CONFIRMATION,,,,,evidence_only,,Official company catalog review,2026-08-21,Candidate only; exact material grade and orifice require confirmation.
40kd-contact-tip-ecu-1-2mm-material,mig-series-40kd,variant,contact-tip,Contact Tip,2,contact-tip-ecu-1-2mm,E-Cu Contact Tip 1.2 mm,material,Catalog Material,E-Cu,,Renqiu Ailesen welding catalog PDF page 12 (catalog pages 17-18).,A,NEEDS_FACTORY_CONFIRMATION,,,,,evidence_only,,Official company catalog review,2026-08-21,Catalog designation requires confirmation for the supplied item.
40kd-contact-tip-ecu-1-2mm-wire,mig-series-40kd,variant,contact-tip,Contact Tip,2,contact-tip-ecu-1-2mm,E-Cu Contact Tip 1.2 mm,wire_size,Wire Size,1.2,mm,Renqiu Ailesen welding catalog PDF page 12 (catalog pages 17-18).,A,NEEDS_FACTORY_CONFIRMATION,,,,,evidence_only,,Official company catalog review,2026-08-21,Confirm marking and actual wire bore on the exact product.
40kd-contact-tip-ecu-1-6mm-presence,mig-series-40kd,variant,contact-tip,Contact Tip,2,contact-tip-ecu-1-6mm,E-Cu Contact Tip 1.6 mm,component_presence,Catalog Component,E-Cu Contact Tip 1.6 mm,,Renqiu Ailesen welding catalog PDF page 12 (catalog pages 17-18).,A,NEEDS_FACTORY_CONFIRMATION,,,,,evidence_only,,Official company catalog review,2026-08-21,Candidate only; exact material grade and orifice require confirmation.
40kd-contact-tip-ecu-1-6mm-material,mig-series-40kd,variant,contact-tip,Contact Tip,2,contact-tip-ecu-1-6mm,E-Cu Contact Tip 1.6 mm,material,Catalog Material,E-Cu,,Renqiu Ailesen welding catalog PDF page 12 (catalog pages 17-18).,A,NEEDS_FACTORY_CONFIRMATION,,,,,evidence_only,,Official company catalog review,2026-08-21,Catalog designation requires confirmation for the supplied item.
40kd-contact-tip-ecu-1-6mm-wire,mig-series-40kd,variant,contact-tip,Contact Tip,2,contact-tip-ecu-1-6mm,E-Cu Contact Tip 1.6 mm,wire_size,Wire Size,1.6,mm,Renqiu Ailesen welding catalog PDF page 12 (catalog pages 17-18).,A,NEEDS_FACTORY_CONFIRMATION,,,,,evidence_only,,Official company catalog review,2026-08-21,Confirm marking and actual wire bore on the exact product.
40kd-contact-tip-cucrzr-1-0mm-presence,mig-series-40kd,variant,contact-tip,Contact Tip,2,contact-tip-cucrzr-1-0mm,CuCrZr Contact Tip 1.0 mm,component_presence,Catalog Component,CuCrZr Contact Tip 1.0 mm,,Renqiu Ailesen welding catalog PDF page 12 (catalog pages 17-18).,A,NEEDS_FACTORY_CONFIRMATION,,,,,evidence_only,,Official company catalog review,2026-08-21,Candidate only; exact material grade and orifice require confirmation.
40kd-contact-tip-cucrzr-1-0mm-material,mig-series-40kd,variant,contact-tip,Contact Tip,2,contact-tip-cucrzr-1-0mm,CuCrZr Contact Tip 1.0 mm,material,Catalog Material,CuCrZr,,Renqiu Ailesen welding catalog PDF page 12 (catalog pages 17-18).,A,NEEDS_FACTORY_CONFIRMATION,,,,,evidence_only,,Official company catalog review,2026-08-21,Catalog designation requires confirmation for the supplied item.
40kd-contact-tip-cucrzr-1-0mm-wire,mig-series-40kd,variant,contact-tip,Contact Tip,2,contact-tip-cucrzr-1-0mm,CuCrZr Contact Tip 1.0 mm,wire_size,Wire Size,1.0,mm,Renqiu Ailesen welding catalog PDF page 12 (catalog pages 17-18).,A,NEEDS_FACTORY_CONFIRMATION,,,,,evidence_only,,Official company catalog review,2026-08-21,Confirm marking and actual wire bore on the exact product.
40kd-contact-tip-cucrzr-1-2mm-presence,mig-series-40kd,variant,contact-tip,Contact Tip,2,contact-tip-cucrzr-1-2mm,CuCrZr Contact Tip 1.2 mm,component_presence,Catalog Component,CuCrZr Contact Tip 1.2 mm,,Renqiu Ailesen welding catalog PDF page 12 (catalog pages 17-18).,A,NEEDS_FACTORY_CONFIRMATION,,,,,evidence_only,,Official company catalog review,2026-08-21,Candidate only; exact material grade and orifice require confirmation.
40kd-contact-tip-cucrzr-1-2mm-material,mig-series-40kd,variant,contact-tip,Contact Tip,2,contact-tip-cucrzr-1-2mm,CuCrZr Contact Tip 1.2 mm,material,Catalog Material,CuCrZr,,Renqiu Ailesen welding catalog PDF page 12 (catalog pages 17-18).,A,NEEDS_FACTORY_CONFIRMATION,,,,,evidence_only,,Official company catalog review,2026-08-21,Catalog designation requires confirmation for the supplied item.
40kd-contact-tip-cucrzr-1-2mm-wire,mig-series-40kd,variant,contact-tip,Contact Tip,2,contact-tip-cucrzr-1-2mm,CuCrZr Contact Tip 1.2 mm,wire_size,Wire Size,1.2,mm,Renqiu Ailesen welding catalog PDF page 12 (catalog pages 17-18).,A,NEEDS_FACTORY_CONFIRMATION,,,,,evidence_only,,Official company catalog review,2026-08-21,Confirm marking and actual wire bore on the exact product.
40kd-contact-tip-cucrzr-1-6mm-presence,mig-series-40kd,variant,contact-tip,Contact Tip,2,contact-tip-cucrzr-1-6mm,CuCrZr Contact Tip 1.6 mm,component_presence,Catalog Component,CuCrZr Contact Tip 1.6 mm,,Renqiu Ailesen welding catalog PDF page 12 (catalog pages 17-18).,A,NEEDS_FACTORY_CONFIRMATION,,,,,evidence_only,,Official company catalog review,2026-08-21,Candidate only; exact material grade and orifice require confirmation.
40kd-contact-tip-cucrzr-1-6mm-material,mig-series-40kd,variant,contact-tip,Contact Tip,2,contact-tip-cucrzr-1-6mm,CuCrZr Contact Tip 1.6 mm,material,Catalog Material,CuCrZr,,Renqiu Ailesen welding catalog PDF page 12 (catalog pages 17-18).,A,NEEDS_FACTORY_CONFIRMATION,,,,,evidence_only,,Official company catalog review,2026-08-21,Catalog designation requires confirmation for the supplied item.
40kd-contact-tip-cucrzr-1-6mm-wire,mig-series-40kd,variant,contact-tip,Contact Tip,2,contact-tip-cucrzr-1-6mm,CuCrZr Contact Tip 1.6 mm,wire_size,Wire Size,1.6,mm,Renqiu Ailesen welding catalog PDF page 12 (catalog pages 17-18).,A,NEEDS_FACTORY_CONFIRMATION,,,,,evidence_only,,Official company catalog review,2026-08-21,Confirm marking and actual wire bore on the exact product.
40kd-contact-tip-cucrzr-2-0mm-presence,mig-series-40kd,variant,contact-tip,Contact Tip,2,contact-tip-cucrzr-2-0mm,CuCrZr Contact Tip 2.0 mm,component_presence,Catalog Component,CuCrZr Contact Tip 2.0 mm,,Renqiu Ailesen welding catalog PDF page 12 (catalog pages 17-18).,A,NEEDS_FACTORY_CONFIRMATION,,,,,evidence_only,,Official company catalog review,2026-08-21,Candidate only; exact material grade and orifice require confirmation.
40kd-contact-tip-cucrzr-2-0mm-material,mig-series-40kd,variant,contact-tip,Contact Tip,2,contact-tip-cucrzr-2-0mm,CuCrZr Contact Tip 2.0 mm,material,Catalog Material,CuCrZr,,Renqiu Ailesen welding catalog PDF page 12 (catalog pages 17-18).,A,NEEDS_FACTORY_CONFIRMATION,,,,,evidence_only,,Official company catalog review,2026-08-21,Catalog designation requires confirmation for the supplied item.
40kd-contact-tip-cucrzr-2-0mm-wire,mig-series-40kd,variant,contact-tip,Contact Tip,2,contact-tip-cucrzr-2-0mm,CuCrZr Contact Tip 2.0 mm,wire_size,Wire Size,2.0,mm,Renqiu Ailesen welding catalog PDF page 12 (catalog pages 17-18).,A,NEEDS_FACTORY_CONFIRMATION,,,,,evidence_only,,Official company catalog review,2026-08-21,Confirm marking and actual wire bore on the exact product.
40kd-contact-tip-cucrzr-2-4mm-presence,mig-series-40kd,variant,contact-tip,Contact Tip,2,contact-tip-cucrzr-2-4mm,CuCrZr Contact Tip 2.4 mm,component_presence,Catalog Component,CuCrZr Contact Tip 2.4 mm,,Renqiu Ailesen welding catalog PDF page 12 (catalog pages 17-18).,A,NEEDS_FACTORY_CONFIRMATION,,,,,evidence_only,,Official company catalog review,2026-08-21,Candidate only; exact material grade and orifice require confirmation.
40kd-contact-tip-cucrzr-2-4mm-material,mig-series-40kd,variant,contact-tip,Contact Tip,2,contact-tip-cucrzr-2-4mm,CuCrZr Contact Tip 2.4 mm,material,Catalog Material,CuCrZr,,Renqiu Ailesen welding catalog PDF page 12 (catalog pages 17-18).,A,NEEDS_FACTORY_CONFIRMATION,,,,,evidence_only,,Official company catalog review,2026-08-21,Catalog designation requires confirmation for the supplied item.
40kd-contact-tip-cucrzr-2-4mm-wire,mig-series-40kd,variant,contact-tip,Contact Tip,2,contact-tip-cucrzr-2-4mm,CuCrZr Contact Tip 2.4 mm,wire_size,Wire Size,2.4,mm,Renqiu Ailesen welding catalog PDF page 12 (catalog pages 17-18).,A,NEEDS_FACTORY_CONFIRMATION,,,,,evidence_only,,Official company catalog review,2026-08-21,Confirm marking and actual wire bore on the exact product.
40kd-contact-tip-family-thread,mig-series-40kd,family,contact-tip,Contact Tip,2,contact-tip-family,40KD Contact Tip Family,thread,Catalog Thread,M8,,Renqiu Ailesen welding catalog PDF page 12 (catalog pages 17-18).,A,NEEDS_FACTORY_CONFIRMATION,,,,,evidence_only,,Official company catalog review,2026-08-21,Family diagram reference; confirm every supplied variant.
40kd-contact-tip-family-length,mig-series-40kd,family,contact-tip,Contact Tip,2,contact-tip-family,40KD Contact Tip Family,overall_length,Catalog Length,30,mm,Renqiu Ailesen welding catalog PDF page 12 (catalog pages 17-18).,A,NEEDS_FACTORY_CONFIRMATION,,,,,evidence_only,,Official company catalog review,2026-08-21,Family diagram reference; confirm every supplied variant.
40kd-contact-tip-family-body-diameter,mig-series-40kd,family,contact-tip,Contact Tip,2,contact-tip-family,40KD Contact Tip Family,outside_diameter,Catalog Body Diameter,10,mm,Renqiu Ailesen welding catalog PDF page 12 (catalog pages 17-18).,A,NEEDS_FACTORY_CONFIRMATION,,,,,evidence_only,,Official company catalog review,2026-08-21,Family diagram reference; confirm every supplied variant.
40kd-tip-holder-presence,mig-series-40kd,variant,tip-holder,Contact Tip Holder,3,tip-holder-43mm,Contact Tip Holder M8 x 43 mm,component_presence,Catalog Component,Contact Tip Holder M8 x 43 mm,,Renqiu Ailesen welding catalog PDF page 12 (catalog pages 17-18).,A,NEEDS_FACTORY_CONFIRMATION,,,,,evidence_only,,Official company catalog review,2026-08-21,Candidate only; both interfaces require confirmation.
40kd-tip-holder-thread,mig-series-40kd,variant,tip-holder,Contact Tip Holder,3,tip-holder-43mm,Contact Tip Holder M8 x 43 mm,thread,Catalog Threads,M8 / M8,,Renqiu Ailesen welding catalog PDF page 12 (catalog pages 17-18).,A,NEEDS_FACTORY_CONFIRMATION,,,,,evidence_only,,Official company catalog review,2026-08-21,Confirm both thread interfaces.
